"","income","in_capital","married","employed","employed_pub_sec","employed_priv_sec","selfemp","retired","housewife","student","unemp","neighb_rich","neighb_poor","neighb_mixed","educ","male","age","orgmem","charity","petit","protest","campaign_attend","locvote","internet","internet_use_bin","socmed_use_bin","infs_face2face_tel","infs_newspaper","infs_radio","infs_television","infs_socmed","user_facebook","user_twitter","user_instagram","user_youtube","user_whatsapp","user_telegram","user_snapchat","y_dem_top_issue","y_dem_pref","y_2_dem_pref_not_in_dem","y_1_distrust_gov","y_distrust_army","y_distrust_pres_prime","y_trust_ikhwan"
"39",4000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,FALSE,0.5,FALSE,19,TRUE,TRUE,1,0,FALSE,NA,TRUE,0.6,0.25,FALSE,FALSE,FALSE,TRUE,FALSE,1,1,0,1,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"40",2999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.5,TRUE,18,FALSE,TRUE,0,0,FALSE,NA,TRUE,1,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"41",2999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.833333333333333,FALSE,47,FALSE,TRUE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"42",2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.5,TRUE,26,TRUE,FALSE,0.5,0,FALSE,NA,TRUE,1,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,1,1,1,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"43",2000,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,51,FALSE,FALSE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"44",5000,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0,TRUE,40,TRUE,TRUE,1,0,FALSE,NA,TRUE,0.8,0.25,FALSE,TRUE,FALSE,FALSE,FALSE,1,0,0,0,1,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"45",2999,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,FALSE,32,FALSE,TRUE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"46",0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.666666666666667,TRUE,24,FALSE,FALSE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"47",0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,0.666666666666667,FALSE,33,FALSE,TRUE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE
"48",2999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,49,FALSE,TRUE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,TRUE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"49",1500,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,1,TRUE,38,FALSE,FALSE,0,0,FALSE,NA,TRUE,0.2,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,1,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE
"50",3500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE,0.666666666666667,FALSE,20,TRUE,FALSE,0,0,TRUE,NA,TRUE,0.6,0.25,FALSE,FALSE,FALSE,TRUE,FALSE,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,TRUE
"51",5000,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,TRUE,43,TRUE,TRUE,1,0.5,FALSE,NA,TRUE,0.6,0.25,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"52",2500,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.666666666666667,FALSE,NA,FALSE,TRUE,0,0,FALSE,NA,FALSE,0,0,TRUE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"53",3500,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.166666666666667,TRUE,29,TRUE,TRUE,1,0.5,TRUE,NA,TRUE,1,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,0,0,0,0,0,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"54",1500,FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,NA,FALSE,FALSE,0,0,TRUE,NA,FALSE,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"55",2999,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,TRUE,0.5,TRUE,20,FALSE,TRUE,1,0,FALSE,NA,TRUE,0.8,0.5,FALSE,FALSE,FALSE,FALSE,TRUE,1,0,0,0,0,0,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
"56",7000,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.5,FALSE,26,FALSE,FALSE,0,0,FALSE,NA,TRUE,0.6,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"57",2999,FALSE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,1,TRUE,42,FALSE,FALSE,0,0,FALSE,NA,FALSE,0,0,FALSE,FALSE,FALSE,TRUE,FALSE,0,0,0,0,0,0,0,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE
"58",0,FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,0.166666666666667,TRUE,29,TRUE,TRUE,0,0,TRUE,NA,TRUE,1,0.75,FALSE,FALSE,FALSE,FALSE,TRUE,1,1,1,1,1,1,0,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE
