"","below_medinc","above_medinc","in_capital","married","employed","employed_pub_sec","employed_priv_sec","selfemp","retired","housewife","student","unemp","neighb_rich","neighb_poor","neighb_mixed","educ","male","age","orgmem","charity","campaign_attend","locvote","internet","internet_use_bin","infs_face2face_tel","infs_newspaper","infs_radio","infs_television","infs_socmed","y_dem_top_issue","y_dem_pref","y_1_distrust_gov","y_distrust_army","y_distrust_pres_prime","y_trust_ikhwan"
"258",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.166666666666667,TRUE,19,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"259",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,FALSE,50,TRUE,TRUE,FALSE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"260",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,38,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"261",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,41,FALSE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"262",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,TRUE,58,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"263",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,47,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"264",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.166666666666667,FALSE,29,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"265",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.166666666666667,FALSE,25,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"266",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,44,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"267",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.5,TRUE,51,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"268",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,31,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"269",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,29,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"270",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,30,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"271",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,40,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"272",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,37,TRUE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"273",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,56,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"274",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,31,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"275",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,FALSE,29,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"276",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,FALSE,38,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"277",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.666666666666667,FALSE,48,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"278",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,60,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"279",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,FALSE,32,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"280",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.666666666666667,TRUE,50,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"281",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,65,FALSE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"282",TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,31,FALSE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"283",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.5,TRUE,18,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"284",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,59,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"285",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.666666666666667,TRUE,57,FALSE,TRUE,TRUE,TRUE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"286",FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,TRUE,43,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"287",FALSE,TRUE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,55,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"288",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,62,FALSE,TRUE,FALSE,TRUE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"289",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,42,FALSE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"290",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,35,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"291",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.833333333333333,FALSE,69,FALSE,FALSE,FALSE,FALSE,TRUE,0.8,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"292",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,54,FALSE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"293",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0,FALSE,66,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"294",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.5,FALSE,31,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"295",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,64,TRUE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"296",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,49,TRUE,TRUE,TRUE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"297",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,33,TRUE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"298",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,FALSE,53,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"299",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,59,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"300",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,26,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"301",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,51,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"302",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,41,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"303",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,47,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"304",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,44,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"305",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,TRUE,64,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"306",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,66,FALSE,TRUE,FALSE,TRUE,TRUE,0.6,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"307",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.5,FALSE,62,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"308",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.5,TRUE,19,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"309",FALSE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,29,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"310",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,70,TRUE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"311",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.166666666666667,TRUE,21,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"312",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,30,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"313",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,36,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"314",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.166666666666667,FALSE,26,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"315",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,NA,NA,NA,0.666666666666667,TRUE,38,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"316",FALSE,FALSE,FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,99999,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"317",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.166666666666667,TRUE,22,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"318",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,36,FALSE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"319",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,44,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"320",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,57,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"321",TRUE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,48,TRUE,TRUE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"322",TRUE,FALSE,TRUE,TRUE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,42,TRUE,FALSE,TRUE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"323",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,60,TRUE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,TRUE,NA,FALSE,FALSE,FALSE,FALSE
"324",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0,FALSE,30,TRUE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"325",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,34,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"326",TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0,TRUE,57,TRUE,TRUE,FALSE,FALSE,TRUE,0.6,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"327",FALSE,TRUE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,TRUE,30,FALSE,TRUE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"328",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.333333333333333,TRUE,65,TRUE,TRUE,FALSE,FALSE,TRUE,0.8,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"329",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,NA,NA,0.5,TRUE,18,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"330",FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,68,FALSE,TRUE,FALSE,TRUE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"331",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,1,FALSE,84,FALSE,TRUE,FALSE,FALSE,FALSE,0,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"332",FALSE,FALSE,TRUE,FALSE,TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,99999,FALSE,FALSE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"333",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.666666666666667,TRUE,65,FALSE,TRUE,TRUE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,TRUE,FALSE,FALSE,FALSE
"334",FALSE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,59,FALSE,TRUE,FALSE,TRUE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"335",TRUE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.666666666666667,TRUE,74,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"336",FALSE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,56,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"337",TRUE,FALSE,TRUE,FALSE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,TRUE,31,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"338",FALSE,FALSE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,NA,NA,0.333333333333333,FALSE,73,FALSE,TRUE,FALSE,FALSE,TRUE,1,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
"339",FALSE,FALSE,TRUE,TRUE,TRUE,TRUE,FALSE,FALSE,FALSE,FALSE,FALSE,FALSE,NA,NA,NA,0.166666666666667,FALSE,34,FALSE,TRUE,FALSE,FALSE,TRUE,1,FALSE,FALSE,FALSE,TRUE,FALSE,FALSE,NA,FALSE,FALSE,FALSE,FALSE
